clothing_id,product_name,rating,review_text,recommended_ind,positive_feedback_count,class_name
21094,SET/6 RED SPOTTY PAPER PLATES,4,Absolutely gorgeous item! Exceeded my expectations.,1,9,General
21094,SET/6 RED SPOTTY PAPER PLATES,5,Absolutely gorgeous item! Exceeded my expectations.,1,9,General
21094,SET/6 RED SPOTTY PAPER PLATES,5,"Great purchase, looks amazing and very comfortable to wear.",1,5,General
21094,SET/6 RED SPOTTY PAPER PLATES,4,"High quality fabric, beautiful color, would definitely buy again!",1,2,General
21094,SET/6 RED SPOTTY PAPER PLATES,5,Absolutely gorgeous item! Exceeded my expectations.,1,2,General
20725,LUNCH BAG RED RETROSPOT,5,"High quality fabric, beautiful color, would definitely buy again!",1,3,General
20725,LUNCH BAG RED RETROSPOT,4,Love this product! The quality is fantastic and fits perfectly.,1,6,General
20725,LUNCH BAG RED RETROSPOT,5,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
20725,LUNCH BAG RED RETROSPOT,5,Absolutely gorgeous item! Exceeded my expectations.,1,0,General
20725,LUNCH BAG RED RETROSPOT,5,"Great purchase, looks amazing and very comfortable to wear.",1,3,General
20725,LUNCH BAG RED RETROSPOT,4,"High quality fabric, beautiful color, would definitely buy again!",1,3,General
20725,LUNCH BAG RED RETROSPOT,4,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,8,General
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,Runs very large and baggy. Had to return it for a smaller size.,0,0,General
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,7,General
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,Sizing is completely off. It fits loose around the waist but tight on shoulders.,0,6,General
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,5,Absolutely gorgeous item! Exceeded my expectations.,1,2,General
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,5,"Great purchase, looks amazing and very comfortable to wear.",1,2,General
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,5,Absolutely gorgeous item! Exceeded my expectations.,1,0,General
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,4,Absolutely gorgeous item! Exceeded my expectations.,1,9,General
21212,PACK OF 72 RETROSPOT CAKE CASES,2,The fit is very awkward and much shorter than shown in photos.,0,7,General
21212,PACK OF 72 RETROSPOT CAKE CASES,3,The fit is very awkward and much shorter than shown in photos.,0,4,General
21212,PACK OF 72 RETROSPOT CAKE CASES,3,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,4,General
21975,PACK OF 60 DINOSAUR CAKE CASES,1,Runs very large and baggy. Had to return it for a smaller size.,0,1,General
21975,PACK OF 60 DINOSAUR CAKE CASES,3,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,9,General
21975,PACK OF 60 DINOSAUR CAKE CASES,1,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,9,General
21975,PACK OF 60 DINOSAUR CAKE CASES,2,The fit is very awkward and much shorter than shown in photos.,0,6,General
21975,PACK OF 60 DINOSAUR CAKE CASES,3,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,9,General
21975,PACK OF 60 DINOSAUR CAKE CASES,2,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,9,General
21975,PACK OF 60 DINOSAUR CAKE CASES,2,The fit is very awkward and much shorter than shown in photos.,0,4,General
21975,PACK OF 60 DINOSAUR CAKE CASES,1,The fit is very awkward and much shorter than shown in photos.,0,2,General
21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,Color faded immediately after washing. Very rough fabric.,0,1,General
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,Color faded immediately after washing. Very rough fabric.,0,3,General
21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,Color faded immediately after washing. Very rough fabric.,0,1,General
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,Color faded immediately after washing. Very rough fabric.,0,6,General
84991,60 TEATIME FAIRY CAKE CASES,5,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
84991,60 TEATIME FAIRY CAKE CASES,4,"High quality fabric, beautiful color, would definitely buy again!",1,7,General
84991,60 TEATIME FAIRY CAKE CASES,4,"Great purchase, looks amazing and very comfortable to wear.",1,6,General
84991,60 TEATIME FAIRY CAKE CASES,4,"Excellent item, super fast delivery and true to size.",1,7,General
84991,60 TEATIME FAIRY CAKE CASES,5,Love this product! The quality is fantastic and fits perfectly.,1,5,General
84991,60 TEATIME FAIRY CAKE CASES,4,Love this product! The quality is fantastic and fits perfectly.,1,1,General
84991,60 TEATIME FAIRY CAKE CASES,5,Love this product! The quality is fantastic and fits perfectly.,1,9,General
84991,60 TEATIME FAIRY CAKE CASES,5,"Excellent item, super fast delivery and true to size.",1,1,General
84991,60 TEATIME FAIRY CAKE CASES,5,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
84991,60 TEATIME FAIRY CAKE CASES,4,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
84519A,TOMATO CHARLIE+LOLA COASTER SET,3,Color faded immediately after washing. Very rough fabric.,0,3,General
84519A,TOMATO CHARLIE+LOLA COASTER SET,2,Disappointed with the material. Fabric is paper thin and see-through.,0,0,General
84519A,TOMATO CHARLIE+LOLA COASTER SET,2,Disappointed with the material. Fabric is paper thin and see-through.,0,4,General
84519A,TOMATO CHARLIE+LOLA COASTER SET,1,"Quality is poor, threads coming loose everywhere.",0,7,General
84519A,TOMATO CHARLIE+LOLA COASTER SET,3,"Quality is poor, threads coming loose everywhere.",0,8,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,3,Felt ripped off. Cost too much for something that looks cheap.,0,3,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,Overpriced for what it is. The material feels cheap for this price point.,0,0,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,Felt ripped off. Cost too much for something that looks cheap.,0,7,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,Not worth the money. Very expensive for such basic quality.,0,3,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,Not worth the money. Very expensive for such basic quality.,0,4,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,Overpriced for what it is. The material feels cheap for this price point.,0,4,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,3,Not worth the money. Very expensive for such basic quality.,0,8,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,Felt ripped off. Cost too much for something that looks cheap.,0,8,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,3,Overpriced item. You can find better quality for half the price.,0,9,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,Overpriced for what it is. The material feels cheap for this price point.,0,4,General
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,Felt ripped off. Cost too much for something that looks cheap.,0,6,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,Color faded immediately after washing. Very rough fabric.,0,1,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,Disappointed with the material. Fabric is paper thin and see-through.,0,3,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,"Quality is poor, threads coming loose everywhere.",0,7,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,"Quality is poor, threads coming loose everywhere.",0,5,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,Disappointed with the material. Fabric is paper thin and see-through.,0,9,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,Color faded immediately after washing. Very rough fabric.,0,8,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,Ripped along the seam after just one wash. Poor material quality.,0,0,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,Ripped along the seam after just one wash. Poor material quality.,0,7,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,Ripped along the seam after just one wash. Poor material quality.,0,4,General
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,Ripped along the seam after just one wash. Poor material quality.,0,6,General
21931,JUMBO STORAGE BAG SUKI,2,"Quality is poor, threads coming loose everywhere.",0,0,General
21931,JUMBO STORAGE BAG SUKI,3,Disappointed with the material. Fabric is paper thin and see-through.,0,9,General
21931,JUMBO STORAGE BAG SUKI,2,Color faded immediately after washing. Very rough fabric.,0,1,General
21931,JUMBO STORAGE BAG SUKI,1,Ripped along the seam after just one wash. Poor material quality.,0,7,General
21931,JUMBO STORAGE BAG SUKI,3,Color faded immediately after washing. Very rough fabric.,0,5,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,2,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,4,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,3,Sizing is completely off. It fits loose around the waist but tight on shoulders.,0,8,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,3,Runs very large and baggy. Had to return it for a smaller size.,0,8,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,1,The fit is very awkward and much shorter than shown in photos.,0,1,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,2,Runs very large and baggy. Had to return it for a smaller size.,0,8,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,1,The fit is very awkward and much shorter than shown in photos.,0,4,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,3,The fit is very awkward and much shorter than shown in photos.,0,1,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,3,Runs very large and baggy. Had to return it for a smaller size.,0,5,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,3,Runs very large and baggy. Had to return it for a smaller size.,0,4,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,2,Runs very large and baggy. Had to return it for a smaller size.,0,1,General
21929,JUMBO BAG PINK VINTAGE PAISLEY,1,Sizing is completely off. It fits loose around the waist but tight on shoulders.,0,4,General
22961,JAM MAKING SET PRINTED,1,"Quality is poor, threads coming loose everywhere.",0,2,General
22961,JAM MAKING SET PRINTED,3,Ripped along the seam after just one wash. Poor material quality.,0,7,General
22961,JAM MAKING SET PRINTED,2,"Quality is poor, threads coming loose everywhere.",0,7,General
22961,JAM MAKING SET PRINTED,1,Color faded immediately after washing. Very rough fabric.,0,0,General
22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,"Quality is poor, threads coming loose everywhere.",0,8,General
22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,Disappointed with the material. Fabric is paper thin and see-through.,0,8,General
22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,Disappointed with the material. Fabric is paper thin and see-through.,0,3,General
22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,Color faded immediately after washing. Very rough fabric.,0,5,General
22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,"Quality is poor, threads coming loose everywhere.",0,4,General
84854,GIRLY PINK TOOL SET,3,Color faded immediately after washing. Very rough fabric.,0,6,General
84854,GIRLY PINK TOOL SET,2,Ripped along the seam after just one wash. Poor material quality.,0,4,General
84854,GIRLY PINK TOOL SET,3,Ripped along the seam after just one wash. Poor material quality.,0,1,General
84854,GIRLY PINK TOOL SET,2,"Quality is poor, threads coming loose everywhere.",0,6,General
84854,GIRLY PINK TOOL SET,1,Ripped along the seam after just one wash. Poor material quality.,0,0,General
84854,GIRLY PINK TOOL SET,1,Disappointed with the material. Fabric is paper thin and see-through.,0,7,General
84854,GIRLY PINK TOOL SET,2,Color faded immediately after washing. Very rough fabric.,0,7,General
84854,GIRLY PINK TOOL SET,3,Disappointed with the material. Fabric is paper thin and see-through.,0,5,General
84854,GIRLY PINK TOOL SET,2,Color faded immediately after washing. Very rough fabric.,0,6,General
84854,GIRLY PINK TOOL SET,1,Ripped along the seam after just one wash. Poor material quality.,0,1,General
84854,GIRLY PINK TOOL SET,3,Color faded immediately after washing. Very rough fabric.,0,4,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Excellent item, super fast delivery and true to size.",1,3,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Great purchase, looks amazing and very comfortable to wear.",1,0,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Excellent item, super fast delivery and true to size.",1,0,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Great purchase, looks amazing and very comfortable to wear.",1,0,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Great purchase, looks amazing and very comfortable to wear.",1,1,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,"Great purchase, looks amazing and very comfortable to wear.",1,3,General
82567,"AIRLINE LOUNGE,METAL SIGN",3,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,0,General
82567,"AIRLINE LOUNGE,METAL SIGN",3,Sizing is completely off. It fits loose around the waist but tight on shoulders.,0,2,General
82567,"AIRLINE LOUNGE,METAL SIGN",2,The fit is very awkward and much shorter than shown in photos.,0,6,General
82567,"AIRLINE LOUNGE,METAL SIGN",2,Sizing is completely off. It fits loose around the waist but tight on shoulders.,0,1,General
82567,"AIRLINE LOUNGE,METAL SIGN",1,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,2,General
82567,"AIRLINE LOUNGE,METAL SIGN",1,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,6,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,"Great purchase, looks amazing and very comfortable to wear.",1,3,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,"High quality fabric, beautiful color, would definitely buy again!",1,2,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5,Love this product! The quality is fantastic and fits perfectly.,1,7,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,"Excellent item, super fast delivery and true to size.",1,4,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,Absolutely gorgeous item! Exceeded my expectations.,1,3,General
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,"High quality fabric, beautiful color, would definitely buy again!",1,4,General
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2,Ripped along the seam after just one wash. Poor material quality.,0,1,General
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,3,Disappointed with the material. Fabric is paper thin and see-through.,0,0,General
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2,Disappointed with the material. Fabric is paper thin and see-through.,0,7,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,Love this product! The quality is fantastic and fits perfectly.,1,4,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,"Excellent item, super fast delivery and true to size.",1,2,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,Absolutely gorgeous item! Exceeded my expectations.,1,4,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,"Excellent item, super fast delivery and true to size.",1,2,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,"Excellent item, super fast delivery and true to size.",1,8,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,Love this product! The quality is fantastic and fits perfectly.,1,3,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,"Excellent item, super fast delivery and true to size.",1,5,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,Love this product! The quality is fantastic and fits perfectly.,1,5,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,Absolutely gorgeous item! Exceeded my expectations.,1,1,General
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,5,"High quality fabric, beautiful color, would definitely buy again!",1,0,General
71270,PHOTO CLIP LINE,5,"Great purchase, looks amazing and very comfortable to wear.",1,5,General
71270,PHOTO CLIP LINE,4,"High quality fabric, beautiful color, would definitely buy again!",1,8,General
71270,PHOTO CLIP LINE,5,Love this product! The quality is fantastic and fits perfectly.,1,5,General
71270,PHOTO CLIP LINE,5,Love this product! The quality is fantastic and fits perfectly.,1,5,General
22262,FELT EGG COSY CHICKEN,1,Overpriced for what it is. The material feels cheap for this price point.,0,5,General
22262,FELT EGG COSY CHICKEN,1,Not worth the money. Very expensive for such basic quality.,0,9,General
22262,FELT EGG COSY CHICKEN,2,Overpriced item. You can find better quality for half the price.,0,0,General
22262,FELT EGG COSY CHICKEN,1,Not worth the money. Very expensive for such basic quality.,0,0,General
22262,FELT EGG COSY CHICKEN,1,Overpriced for what it is. The material feels cheap for this price point.,0,0,General
22262,FELT EGG COSY CHICKEN,2,Overpriced for what it is. The material feels cheap for this price point.,0,5,General
22262,FELT EGG COSY CHICKEN,2,Felt ripped off. Cost too much for something that looks cheap.,0,5,General
22262,FELT EGG COSY CHICKEN,2,Felt ripped off. Cost too much for something that looks cheap.,0,9,General
22262,FELT EGG COSY CHICKEN,3,Not worth the money. Very expensive for such basic quality.,0,1,General
22262,FELT EGG COSY CHICKEN,3,Not worth the money. Very expensive for such basic quality.,0,0,General
22262,FELT EGG COSY CHICKEN,3,Overpriced item. You can find better quality for half the price.,0,2,General
22637,PIGGY BANK RETROSPOT ,1,Ripped along the seam after just one wash. Poor material quality.,0,6,General
22637,PIGGY BANK RETROSPOT ,1,Color faded immediately after washing. Very rough fabric.,0,1,General
22637,PIGGY BANK RETROSPOT ,2,"Quality is poor, threads coming loose everywhere.",0,3,General
22637,PIGGY BANK RETROSPOT ,3,Ripped along the seam after just one wash. Poor material quality.,0,6,General
22637,PIGGY BANK RETROSPOT ,2,Color faded immediately after washing. Very rough fabric.,0,9,General
22637,PIGGY BANK RETROSPOT ,2,Ripped along the seam after just one wash. Poor material quality.,0,2,General
22637,PIGGY BANK RETROSPOT ,1,Color faded immediately after washing. Very rough fabric.,0,9,General
22637,PIGGY BANK RETROSPOT ,3,Ripped along the seam after just one wash. Poor material quality.,0,1,General
22637,PIGGY BANK RETROSPOT ,3,Ripped along the seam after just one wash. Poor material quality.,0,8,General
22637,PIGGY BANK RETROSPOT ,3,Disappointed with the material. Fabric is paper thin and see-through.,0,9,General
22637,PIGGY BANK RETROSPOT ,3,Color faded immediately after washing. Very rough fabric.,0,3,General
21934,SKULL SHOULDER BAG,3,Overpriced for what it is. The material feels cheap for this price point.,0,2,General
21934,SKULL SHOULDER BAG,2,Overpriced item. You can find better quality for half the price.,0,5,General
21934,SKULL SHOULDER BAG,3,Not worth the money. Very expensive for such basic quality.,0,5,General
21934,SKULL SHOULDER BAG,1,Overpriced for what it is. The material feels cheap for this price point.,0,2,General
21934,SKULL SHOULDER BAG,2,Overpriced item. You can find better quality for half the price.,0,2,General
21934,SKULL SHOULDER BAG,1,Felt ripped off. Cost too much for something that looks cheap.,0,5,General
21934,SKULL SHOULDER BAG,3,Felt ripped off. Cost too much for something that looks cheap.,0,0,General
21934,SKULL SHOULDER BAG,1,Felt ripped off. Cost too much for something that looks cheap.,0,4,General
21934,SKULL SHOULDER BAG,2,Felt ripped off. Cost too much for something that looks cheap.,0,7,General
21169,YOU'RE CONFUSING ME METAL SIGN ,5,"Excellent item, super fast delivery and true to size.",1,3,General
21169,YOU'RE CONFUSING ME METAL SIGN ,5,"Excellent item, super fast delivery and true to size.",1,1,General
21169,YOU'RE CONFUSING ME METAL SIGN ,4,Love this product! The quality is fantastic and fits perfectly.,1,8,General
21169,YOU'RE CONFUSING ME METAL SIGN ,5,"Excellent item, super fast delivery and true to size.",1,4,General
21169,YOU'RE CONFUSING ME METAL SIGN ,5,"Great purchase, looks amazing and very comfortable to wear.",1,3,General
21169,YOU'RE CONFUSING ME METAL SIGN ,4,"Great purchase, looks amazing and very comfortable to wear.",1,1,General
21166,COOK WITH WINE METAL SIGN ,3,Not worth the money. Very expensive for such basic quality.,0,2,General
21166,COOK WITH WINE METAL SIGN ,2,Not worth the money. Very expensive for such basic quality.,0,2,General
21166,COOK WITH WINE METAL SIGN ,2,Overpriced for what it is. The material feels cheap for this price point.,0,7,General
21166,COOK WITH WINE METAL SIGN ,3,Overpriced for what it is. The material feels cheap for this price point.,0,0,General
21166,COOK WITH WINE METAL SIGN ,2,Felt ripped off. Cost too much for something that looks cheap.,0,7,General
21166,COOK WITH WINE METAL SIGN ,2,Overpriced item. You can find better quality for half the price.,0,6,General
21166,COOK WITH WINE METAL SIGN ,2,Not worth the money. Very expensive for such basic quality.,0,1,General
21166,COOK WITH WINE METAL SIGN ,1,Felt ripped off. Cost too much for something that looks cheap.,0,4,General
21166,COOK WITH WINE METAL SIGN ,1,Not worth the money. Very expensive for such basic quality.,0,8,General
21175,GIN + TONIC DIET METAL SIGN,5,Love this product! The quality is fantastic and fits perfectly.,1,1,General
21175,GIN + TONIC DIET METAL SIGN,4,Love this product! The quality is fantastic and fits perfectly.,1,8,General
21175,GIN + TONIC DIET METAL SIGN,5,Love this product! The quality is fantastic and fits perfectly.,1,1,General
21175,GIN + TONIC DIET METAL SIGN,4,"High quality fabric, beautiful color, would definitely buy again!",1,4,General
21175,GIN + TONIC DIET METAL SIGN,5,Love this product! The quality is fantastic and fits perfectly.,1,7,General
21175,GIN + TONIC DIET METAL SIGN,4,"Excellent item, super fast delivery and true to size.",1,6,General
21175,GIN + TONIC DIET METAL SIGN,5,"High quality fabric, beautiful color, would definitely buy again!",1,2,General
21175,GIN + TONIC DIET METAL SIGN,4,"Great purchase, looks amazing and very comfortable to wear.",1,9,General
21175,GIN + TONIC DIET METAL SIGN,5,"Excellent item, super fast delivery and true to size.",1,8,General
21175,GIN + TONIC DIET METAL SIGN,4,Love this product! The quality is fantastic and fits perfectly.,1,3,General
37444A,YELLOW BREAKFAST CUP AND SAUCER,2,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,3,General
37444A,YELLOW BREAKFAST CUP AND SAUCER,1,Runs very large and baggy. Had to return it for a smaller size.,0,4,General
37444A,YELLOW BREAKFAST CUP AND SAUCER,1,The fit is very awkward and much shorter than shown in photos.,0,4,General
37444C,PINK BREAKFAST CUP AND SAUCER ,3,Overpriced item. You can find better quality for half the price.,0,5,General
37444C,PINK BREAKFAST CUP AND SAUCER ,3,Overpriced item. You can find better quality for half the price.,0,3,General
37444C,PINK BREAKFAST CUP AND SAUCER ,2,Not worth the money. Very expensive for such basic quality.,0,1,General
37444C,PINK BREAKFAST CUP AND SAUCER ,3,Overpriced for what it is. The material feels cheap for this price point.,0,4,General
37444C,PINK BREAKFAST CUP AND SAUCER ,2,Overpriced item. You can find better quality for half the price.,0,0,General
37444C,PINK BREAKFAST CUP AND SAUCER ,3,Felt ripped off. Cost too much for something that looks cheap.,0,5,General
37444C,PINK BREAKFAST CUP AND SAUCER ,1,Overpriced for what it is. The material feels cheap for this price point.,0,4,General
37444C,PINK BREAKFAST CUP AND SAUCER ,1,Overpriced for what it is. The material feels cheap for this price point.,0,2,General
37444C,PINK BREAKFAST CUP AND SAUCER ,2,Not worth the money. Very expensive for such basic quality.,0,3,General
37444C,PINK BREAKFAST CUP AND SAUCER ,2,Overpriced for what it is. The material feels cheap for this price point.,0,7,General
22083,PAPER CHAIN KIT RETROSPOT,2,"Way too small! Order at least two sizes up, the sleeves are very tight.",0,8,General
22083,PAPER CHAIN KIT RETROSPOT,3,The fit is very awkward and much shorter than shown in photos.,0,7,General
22083,PAPER CHAIN KIT RETROSPOT,3,The fit is very awkward and much shorter than shown in photos.,0,1,General
22083,PAPER CHAIN KIT RETROSPOT,2,The fit is very awkward and much shorter than shown in photos.,0,3,General
84971S,SMALL HEART FLOWERS HOOK ,5,"Great purchase, looks amazing and very comfortable to wear.",1,6,General
84971S,SMALL HEART FLOWERS HOOK ,4,"Great purchase, looks amazing and very comfortable to wear.",1,0,General
84971S,SMALL HEART FLOWERS HOOK ,5,Absolutely gorgeous item! Exceeded my expectations.,1,5,General
84971S,SMALL HEART FLOWERS HOOK ,4,Absolutely gorgeous item! Exceeded my expectations.,1,5,General
84971S,SMALL HEART FLOWERS HOOK ,4,"Great purchase, looks amazing and very comfortable to wear.",1,6,General
84971S,SMALL HEART FLOWERS HOOK ,4,"Great purchase, looks amazing and very comfortable to wear.",1,9,General
47580,TEA TIME DES TEA COSY,5,Love this product! The quality is fantastic and fits perfectly.,1,7,General
47580,TEA TIME DES TEA COSY,5,Love this product! The quality is fantastic and fits perfectly.,1,7,General
47580,TEA TIME DES TEA COSY,5,Love this product! The quality is fantastic and fits perfectly.,1,3,General
47580,TEA TIME DES TEA COSY,4,Love this product! The quality is fantastic and fits perfectly.,1,2,General
22261,FELT EGG COSY WHITE RABBIT ,1,"Quality is poor, threads coming loose everywhere.",0,8,General
22261,FELT EGG COSY WHITE RABBIT ,2,Ripped along the seam after just one wash. Poor material quality.,0,1,General
22261,FELT EGG COSY WHITE RABBIT ,2,Ripped along the seam after just one wash. Poor material quality.,0,8,General
22261,FELT EGG COSY WHITE RABBIT ,1,Disappointed with the material. Fabric is paper thin and see-through.,0,8,General
22261,FELT EGG COSY WHITE RABBIT ,1,"Quality is poor, threads coming loose everywhere.",0,8,General
22261,FELT EGG COSY WHITE RABBIT ,1,Disappointed with the material. Fabric is paper thin and see-through.,0,8,General
22261,FELT EGG COSY WHITE RABBIT ,2,Color faded immediately after washing. Very rough fabric.,0,5,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,5,"High quality fabric, beautiful color, would definitely buy again!",1,1,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,4,"Great purchase, looks amazing and very comfortable to wear.",1,8,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,4,"High quality fabric, beautiful color, would definitely buy again!",1,0,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,4,Love this product! The quality is fantastic and fits perfectly.,1,0,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,5,"Excellent item, super fast delivery and true to size.",1,6,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,4,Absolutely gorgeous item! Exceeded my expectations.,1,8,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,4,Love this product! The quality is fantastic and fits perfectly.,1,0,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,5,"High quality fabric, beautiful color, would definitely buy again!",1,5,General
22644,CERAMIC CHERRY CAKE MONEY BANK,5,"Great purchase, looks amazing and very comfortable to wear.",1,8,General
22644,CERAMIC CHERRY CAKE MONEY BANK,4,"High quality fabric, beautiful color, would definitely buy again!",1,9,General
22644,CERAMIC CHERRY CAKE MONEY BANK,5,"Great purchase, looks amazing and very comfortable to wear.",1,4,General
22644,CERAMIC CHERRY CAKE MONEY BANK,5,Absolutely gorgeous item! Exceeded my expectations.,1,8,General
22644,CERAMIC CHERRY CAKE MONEY BANK,4,"Excellent item, super fast delivery and true to size.",1,1,General
21533,RETROSPOT LARGE MILK JUG,5,"High quality fabric, beautiful color, would definitely buy again!",1,6,General
21533,RETROSPOT LARGE MILK JUG,5,"Great purchase, looks amazing and very comfortable to wear.",1,4,General
21533,RETROSPOT LARGE MILK JUG,4,"High quality fabric, beautiful color, would definitely buy again!",1,4,General
21533,RETROSPOT LARGE MILK JUG,4,"Excellent item, super fast delivery and true to size.",1,8,General
21533,RETROSPOT LARGE MILK JUG,4,"Excellent item, super fast delivery and true to size.",1,2,General
21533,RETROSPOT LARGE MILK JUG,4,"Excellent item, super fast delivery and true to size.",1,5,General
21557,SET OF 6 FUNKY BEAKERS,5,Absolutely gorgeous item! Exceeded my expectations.,1,2,General
21557,SET OF 6 FUNKY BEAKERS,5,"Great purchase, looks amazing and very comfortable to wear.",1,1,General
21557,SET OF 6 FUNKY BEAKERS,4,"Great purchase, looks amazing and very comfortable to wear.",1,3,General
